model,dataset_id,start_ts_utc,end_ts_utc,duration_seconds
LLM OpenRouter xAI Grok-4.3-weak,44,2026-05-14T13:39:12.863930+00:00,2026-05-14T13:42:05.699927+00:00,172.836
LLM OpenRouter xAI Grok-4.3-weak,45,2026-05-14T13:42:05.699927+00:00,2026-05-14T13:44:44.836587+00:00,159.137
LLM OpenRouter xAI Grok-4.3-weak,46,2026-05-14T13:44:44.836587+00:00,2026-05-14T13:47:48.604275+00:00,183.768
LLM OpenRouter xAI Grok-4.3-weak,47,2026-05-14T13:47:48.604275+00:00,2026-05-14T13:50:43.744119+00:00,175.140
LLM OpenRouter xAI Grok-4.3-weak,48,2026-05-14T13:50:43.744119+00:00,2026-05-14T13:54:29.433372+00:00,225.689
LLM OpenRouter xAI Grok-4.3-weak,49,2026-05-14T13:54:29.433372+00:00,2026-05-14T13:57:43.997529+00:00,194.564
LLM OpenRouter xAI Grok-4.3-weak,50,2026-05-14T13:57:43.997529+00:00,2026-05-14T14:00:10.566581+00:00,146.569
LLM OpenRouter xAI Grok-4.3-weak,51,2026-05-14T14:00:10.566581+00:00,2026-05-14T14:03:54.381414+00:00,223.815
LLM OpenRouter xAI Grok-4.3-weak,52,2026-05-14T14:03:54.381414+00:00,2026-05-14T14:11:56.299832+00:00,481.918
LLM OpenRouter xAI Grok-4.3-weak,53,2026-05-14T14:11:56.299832+00:00,2026-05-14T14:15:39.319072+00:00,223.019
LLM OpenRouter xAI Grok-4.3-weak,54,2026-05-14T14:15:39.319072+00:00,2026-05-14T14:20:00.232970+00:00,260.914
LLM OpenRouter xAI Grok-4.3-weak,55,2026-05-14T14:20:00.232970+00:00,2026-05-14T14:23:28.149812+00:00,207.917
LLM OpenRouter xAI Grok-4.3-weak,56,2026-05-14T14:23:28.149812+00:00,2026-05-14T14:28:00.375629+00:00,272.226
LLM OpenRouter xAI Grok-4.3-weak,57,2026-05-14T14:28:00.375629+00:00,2026-05-14T14:33:33.076192+00:00,332.701
LLM OpenRouter xAI Grok-4.3-weak,58,2026-05-14T14:33:33.076192+00:00,2026-05-14T14:36:20.533454+00:00,167.457
LLM OpenRouter xAI Grok-4.3-weak,59,2026-05-14T14:36:20.533454+00:00,2026-05-14T14:39:30.475448+00:00,189.942
LLM OpenRouter xAI Grok-4.3-weak,60,2026-05-14T14:39:30.475448+00:00,2026-05-14T14:41:43.971473+00:00,133.496
LLM OpenRouter xAI Grok-4.3-weak,61,2026-05-14T14:41:43.971473+00:00,2026-05-14T14:44:05.267954+00:00,141.296
YOLO26 Medium-plain,1,2026-05-07T10:48:19.937011+00:00,2026-05-07T10:48:19.937011+00:00,0.000
YOLO26 Medium-plain,2,2026-05-07T10:48:19.937011+00:00,2026-05-07T10:48:21.152437+00:00,1.215
YOLO26 Medium-plain,3,2026-05-07T10:48:21.152437+00:00,2026-05-07T10:48:22.407740+00:00,1.255
YOLO26 Medium-plain,4,2026-05-07T10:48:22.407740+00:00,2026-05-07T10:48:23.654038+00:00,1.246
YOLO26 Medium-plain,5,2026-05-07T10:48:23.654038+00:00,2026-05-07T10:48:24.911332+00:00,1.257
YOLO26 Medium-plain,6,2026-05-07T10:48:24.911332+00:00,2026-05-07T10:48:26.170088+00:00,1.259
YOLO26 Medium-plain,7,2026-05-07T10:48:26.170088+00:00,2026-05-07T10:48:27.435241+00:00,1.265
YOLO26 Medium-plain,8,2026-05-07T10:48:27.435241+00:00,2026-05-07T10:48:28.686446+00:00,1.251
YOLO26 Medium-plain,9,2026-05-07T10:48:28.686446+00:00,2026-05-07T10:48:29.950048+00:00,1.264
YOLO26 Medium-plain,10,2026-05-07T10:48:29.950048+00:00,2026-05-07T10:48:31.140826+00:00,1.191
YOLO26 Medium-plain,11,2026-05-07T10:48:31.140826+00:00,2026-05-07T10:48:32.393998+00:00,1.253
YOLO26 Medium-plain,12,2026-05-07T10:48:32.393998+00:00,2026-05-07T10:48:33.648869+00:00,1.255
YOLO26 Medium-plain,13,2026-05-07T10:48:33.648869+00:00,2026-05-07T10:48:34.825493+00:00,1.177
YOLO26 Medium-plain,14,2026-05-07T10:48:34.825493+00:00,2026-05-07T10:48:36.032772+00:00,1.207
YOLO26 Medium-plain,15,2026-05-07T10:48:36.032772+00:00,2026-05-07T10:48:37.257092+00:00,1.224
YOLO26 Medium-plain,16,2026-05-07T10:48:37.257092+00:00,2026-05-07T10:48:38.432291+00:00,1.175
YOLO26 Medium-plain,17,2026-05-07T10:48:38.432291+00:00,2026-05-07T10:48:39.694304+00:00,1.262
YOLO26 Medium-plain,18,2026-05-07T10:48:39.694304+00:00,2026-05-07T10:48:40.953522+00:00,1.259
YOLO26 Medium-plain,19,2026-05-07T10:48:40.953522+00:00,2026-05-07T10:48:42.184120+00:00,1.231
YOLO26 Medium-plain,20,2026-05-07T10:48:42.184120+00:00,2026-05-07T10:48:43.371390+00:00,1.187
YOLO26 Medium-plain,21,2026-05-07T10:48:43.371390+00:00,2026-05-07T10:48:44.586977+00:00,1.216
YOLO26 Medium-plain,22,2026-05-07T10:48:44.586977+00:00,2026-05-07T10:48:45.839012+00:00,1.252
YOLO26 Medium-plain,23,2026-05-07T10:48:45.839012+00:00,2026-05-07T10:48:47.057063+00:00,1.218
YOLO26 Medium-plain,24,2026-05-07T10:48:47.057063+00:00,2026-05-07T10:48:48.205615+00:00,1.149
YOLO26 Medium-plain,25,2026-05-07T10:48:48.205615+00:00,2026-05-07T10:48:49.371120+00:00,1.166
YOLO26 Medium-plain,26,2026-05-07T10:48:49.371120+00:00,2026-05-07T10:48:50.534765+00:00,1.164
YOLO26 Medium-plain,27,2026-05-07T10:48:50.534765+00:00,2026-05-07T10:48:51.732801+00:00,1.198
YOLO26 Medium-plain,28,2026-05-07T10:48:51.732801+00:00,2026-05-07T10:48:52.882305+00:00,1.150
YOLO26 Medium-plain,29,2026-05-07T10:48:52.882305+00:00,2026-05-07T10:48:53.977248+00:00,1.095
YOLO26 Medium-plain,30,2026-05-07T10:48:53.977248+00:00,2026-05-07T10:48:55.062581+00:00,1.085
YOLO26 Medium-plain,31,2026-05-07T10:48:55.062581+00:00,2026-05-07T10:48:56.165134+00:00,1.103
YOLO26 Medium-plain,32,2026-05-07T10:48:56.165134+00:00,2026-05-07T10:48:57.328748+00:00,1.164
YOLO26 Medium-plain,33,2026-05-07T10:48:57.328748+00:00,2026-05-07T10:48:58.474868+00:00,1.146
YOLO26 Medium-plain,34,2026-05-07T10:48:58.474868+00:00,2026-05-07T10:48:59.573468+00:00,1.099
YOLO26 Medium-plain,35,2026-05-07T10:48:59.573468+00:00,2026-05-07T10:49:00.662313+00:00,1.089
YOLO26 Medium-plain,36,2026-05-07T10:49:00.662313+00:00,2026-05-07T10:49:01.760376+00:00,1.098
YOLO26 Medium-plain,37,2026-05-07T10:49:01.760376+00:00,2026-05-07T10:49:02.875293+00:00,1.115
YOLO26 Medium-plain,38,2026-05-07T10:49:02.875293+00:00,2026-05-07T10:49:03.974962+00:00,1.100
YOLO26 Medium-plain,39,2026-05-07T10:49:03.974962+00:00,2026-05-07T10:49:05.068600+00:00,1.094
YOLO26 Medium-plain,40,2026-05-07T10:49:05.068600+00:00,2026-05-07T10:49:06.154100+00:00,1.085
YOLO26 Medium-plain,41,2026-05-07T10:49:06.154100+00:00,2026-05-07T10:49:07.260525+00:00,1.106
YOLO26 Medium-plain,42,2026-05-07T10:49:07.260525+00:00,2026-05-07T10:49:08.395480+00:00,1.135
YOLO26 Medium-plain,43,2026-05-07T10:49:08.395480+00:00,2026-05-07T10:49:09.564415+00:00,1.169
YOLO26 Medium-plain,44,2026-05-07T10:49:09.564415+00:00,2026-05-07T10:49:10.721466+00:00,1.157
YOLO26 Medium-plain,45,2026-05-07T10:49:10.721466+00:00,2026-05-07T10:49:11.865095+00:00,1.144
YOLO26 Medium-plain,46,2026-05-07T10:49:11.865095+00:00,2026-05-07T10:49:12.956874+00:00,1.092
YOLO26 Medium-plain,47,2026-05-07T10:49:12.956874+00:00,2026-05-07T10:49:14.057483+00:00,1.101
YOLO26 Medium-plain,48,2026-05-07T10:49:14.057483+00:00,2026-05-07T10:49:15.168854+00:00,1.111
YOLO26 Medium-plain,49,2026-05-07T10:49:15.168854+00:00,2026-05-07T10:49:16.395566+00:00,1.227
YOLO26 Medium-plain,50,2026-05-07T10:49:16.395566+00:00,2026-05-07T10:49:17.545687+00:00,1.150
YOLO26 Medium-plain,51,2026-05-07T10:49:17.545687+00:00,2026-05-07T10:49:18.706690+00:00,1.161
YOLO26 Medium-plain,52,2026-05-07T10:49:18.706690+00:00,2026-05-07T10:49:20.061247+00:00,1.355
YOLO26 Medium-plain,53,2026-05-07T10:49:20.061247+00:00,2026-05-07T10:49:21.426951+00:00,1.366
YOLO26 Medium-plain,54,2026-05-07T10:49:21.426951+00:00,2026-05-07T10:49:22.785670+00:00,1.359
YOLO26 Medium-plain,55,2026-05-07T10:49:22.785670+00:00,2026-05-07T10:49:24.138943+00:00,1.353
YOLO26 Medium-plain,56,2026-05-07T10:49:24.138943+00:00,2026-05-07T10:49:25.490105+00:00,1.351
YOLO26 Medium-plain,57,2026-05-07T10:49:25.490105+00:00,2026-05-07T10:49:26.852005+00:00,1.362
YOLO26 Medium-plain,58,2026-05-07T10:49:26.852005+00:00,2026-05-07T10:49:28.222027+00:00,1.370
YOLO26 Medium-plain,59,2026-05-07T10:49:28.222027+00:00,2026-05-07T10:49:29.579151+00:00,1.357
YOLO26 Medium-plain,60,2026-05-07T10:49:29.579151+00:00,2026-05-07T10:49:30.881833+00:00,1.303
YOLO26 Medium-plain,61,2026-05-07T10:49:30.881833+00:00,2026-05-07T10:49:32.213175+00:00,1.331
YOLOv5 Medium-plain,1,2026-05-06T21:29:10.864647+00:00,2026-05-06T21:29:10.864647+00:00,0.000
YOLOv5 Medium-plain,2,2026-05-06T21:29:10.864647+00:00,2026-05-06T21:29:12.370095+00:00,1.505
YOLOv5 Medium-plain,3,2026-05-06T21:29:12.370095+00:00,2026-05-06T21:29:13.829494+00:00,1.459
YOLOv5 Medium-plain,4,2026-05-06T21:29:13.829494+00:00,2026-05-06T21:29:15.244732+00:00,1.415
YOLOv5 Medium-plain,5,2026-05-06T21:29:15.244732+00:00,2026-05-06T21:29:16.649158+00:00,1.404
YOLOv5 Medium-plain,6,2026-05-06T21:29:16.649158+00:00,2026-05-06T21:29:18.107149+00:00,1.458
YOLOv5 Medium-plain,7,2026-05-06T21:29:18.107149+00:00,2026-05-06T21:29:19.524493+00:00,1.417
YOLOv5 Medium-plain,8,2026-05-06T21:29:19.524493+00:00,2026-05-06T21:29:20.994215+00:00,1.470
YOLOv5 Medium-plain,9,2026-05-06T21:29:20.994215+00:00,2026-05-06T21:29:22.413900+00:00,1.420
YOLOv5 Medium-plain,10,2026-05-06T21:29:22.413900+00:00,2026-05-06T21:29:23.898165+00:00,1.484
YOLOv5 Medium-plain,11,2026-05-06T21:29:23.898165+00:00,2026-05-06T21:29:25.339866+00:00,1.442
YOLOv5 Medium-plain,12,2026-05-06T21:29:25.339866+00:00,2026-05-06T21:29:26.764814+00:00,1.425
YOLOv5 Medium-plain,13,2026-05-06T21:29:26.764814+00:00,2026-05-06T21:29:28.200829+00:00,1.436
YOLOv5 Medium-plain,14,2026-05-06T21:29:28.200829+00:00,2026-05-06T21:29:29.602531+00:00,1.402
YOLOv5 Medium-plain,15,2026-05-06T21:29:29.602531+00:00,2026-05-06T21:29:31.046523+00:00,1.444
YOLOv5 Medium-plain,16,2026-05-06T21:29:31.046523+00:00,2026-05-06T21:29:32.475194+00:00,1.429
YOLOv5 Medium-plain,17,2026-05-06T21:29:32.475194+00:00,2026-05-06T21:29:33.874629+00:00,1.399
YOLOv5 Medium-plain,18,2026-05-06T21:29:33.874629+00:00,2026-05-06T21:29:35.331751+00:00,1.457
YOLOv5 Medium-plain,19,2026-05-06T21:29:35.331751+00:00,2026-05-06T21:29:36.788110+00:00,1.456
YOLOv5 Medium-plain,20,2026-05-06T21:29:36.788110+00:00,2026-05-06T21:29:38.200397+00:00,1.412
YOLOv5 Medium-plain,21,2026-05-06T21:29:38.200397+00:00,2026-05-06T21:29:39.638804+00:00,1.438
YOLOv5 Medium-plain,22,2026-05-06T21:29:39.638804+00:00,2026-05-06T21:29:41.031269+00:00,1.392
YOLOv5 Medium-plain,23,2026-05-06T21:29:41.031269+00:00,2026-05-06T21:29:42.477919+00:00,1.447
YOLOv5 Medium-plain,24,2026-05-06T21:29:42.477919+00:00,2026-05-06T21:29:43.905747+00:00,1.428
YOLOv5 Medium-plain,25,2026-05-06T21:29:43.905747+00:00,2026-05-06T21:29:45.309325+00:00,1.404
YOLOv5 Medium-plain,26,2026-05-06T21:29:45.309325+00:00,2026-05-06T21:29:46.753190+00:00,1.444
YOLOv5 Medium-plain,27,2026-05-06T21:29:46.753190+00:00,2026-05-06T21:29:48.168081+00:00,1.415
YOLOv5 Medium-plain,28,2026-05-06T21:29:48.168081+00:00,2026-05-06T21:29:49.628997+00:00,1.461
YOLOv5 Medium-plain,29,2026-05-06T21:29:49.628997+00:00,2026-05-06T21:29:50.979227+00:00,1.350
YOLOv5 Medium-plain,30,2026-05-06T21:29:50.979227+00:00,2026-05-06T21:29:52.352607+00:00,1.373
YOLOv5 Medium-plain,31,2026-05-06T21:29:52.352607+00:00,2026-05-06T21:29:53.729530+00:00,1.377
YOLOv5 Medium-plain,32,2026-05-06T21:29:53.729530+00:00,2026-05-06T21:29:55.099283+00:00,1.370
YOLOv5 Medium-plain,33,2026-05-06T21:29:55.099283+00:00,2026-05-06T21:29:56.609902+00:00,1.511
YOLOv5 Medium-plain,34,2026-05-06T21:29:56.609902+00:00,2026-05-06T21:29:57.989534+00:00,1.380
YOLOv5 Medium-plain,35,2026-05-06T21:29:57.989534+00:00,2026-05-06T21:29:59.378034+00:00,1.389
YOLOv5 Medium-plain,36,2026-05-06T21:29:59.378034+00:00,2026-05-06T21:30:00.710351+00:00,1.332
YOLOv5 Medium-plain,37,2026-05-06T21:30:00.710351+00:00,2026-05-06T21:30:02.084239+00:00,1.374
YOLOv5 Medium-plain,38,2026-05-06T21:30:02.084239+00:00,2026-05-06T21:30:03.461995+00:00,1.378
YOLOv5 Medium-plain,39,2026-05-06T21:30:03.461995+00:00,2026-05-06T21:30:04.779701+00:00,1.318
YOLOv5 Medium-plain,40,2026-05-06T21:30:04.779701+00:00,2026-05-06T21:30:06.186458+00:00,1.407
YOLOv5 Medium-plain,41,2026-05-06T21:30:06.186458+00:00,2026-05-06T21:30:07.538411+00:00,1.352
YOLOv5 Medium-plain,42,2026-05-06T21:30:07.538411+00:00,2026-05-06T21:30:08.938122+00:00,1.400
YOLOv5 Medium-plain,43,2026-05-06T21:30:08.938122+00:00,2026-05-06T21:30:10.246847+00:00,1.309
YOLOv5 Medium-plain,44,2026-05-06T21:30:10.246847+00:00,2026-05-06T21:30:11.661277+00:00,1.414
YOLOv5 Medium-plain,45,2026-05-06T21:30:11.661277+00:00,2026-05-06T21:30:13.032762+00:00,1.371
YOLOv5 Medium-plain,46,2026-05-06T21:30:13.032762+00:00,2026-05-06T21:30:14.398062+00:00,1.365
YOLOv5 Medium-plain,47,2026-05-06T21:30:14.398062+00:00,2026-05-06T21:30:15.825350+00:00,1.427
YOLOv5 Medium-plain,48,2026-05-06T21:30:15.825350+00:00,2026-05-06T21:30:17.197031+00:00,1.372
YOLOv5 Medium-plain,49,2026-05-06T21:30:17.197031+00:00,2026-05-06T21:30:18.602904+00:00,1.406
YOLOv5 Medium-plain,50,2026-05-06T21:30:18.602904+00:00,2026-05-06T21:30:20.004229+00:00,1.401
YOLOv5 Medium-plain,51,2026-05-06T21:30:20.004229+00:00,2026-05-06T21:30:21.400006+00:00,1.396
YOLOv5 Medium-plain,52,2026-05-06T21:30:21.400006+00:00,2026-05-06T21:30:23.105501+00:00,1.705
YOLOv5 Medium-plain,53,2026-05-06T21:30:23.105501+00:00,2026-05-06T21:30:24.721777+00:00,1.616
YOLOv5 Medium-plain,54,2026-05-06T21:30:24.721777+00:00,2026-05-06T21:30:26.341324+00:00,1.620
YOLOv5 Medium-plain,55,2026-05-06T21:30:26.341324+00:00,2026-05-06T21:30:27.996843+00:00,1.656
YOLOv5 Medium-plain,56,2026-05-06T21:30:27.996843+00:00,2026-05-06T21:30:29.585531+00:00,1.589
YOLOv5 Medium-plain,57,2026-05-06T21:30:29.585531+00:00,2026-05-06T21:30:31.159288+00:00,1.574
YOLOv5 Medium-plain,58,2026-05-06T21:30:31.159288+00:00,2026-05-06T21:30:32.790318+00:00,1.631
YOLOv5 Medium-plain,59,2026-05-06T21:30:32.790318+00:00,2026-05-06T21:30:34.387253+00:00,1.597
YOLOv5 Medium-plain,60,2026-05-06T21:30:34.387253+00:00,2026-05-06T21:30:35.928035+00:00,1.541
YOLOv5 Medium-plain,61,2026-05-06T21:30:35.928035+00:00,2026-05-06T21:30:37.514433+00:00,1.586
